text,label,scam_category,language,source_dataset,cleaned_text
Dhyan se suniye Cab 3 minute mein pahunch raha hai.,0,none,hinglish,indian_cyber_scam_10k,dhyan se suniye cab 3 minute mein pahunch raha hai
Namaste sir Cab 3 minute mein pahunch raha hai.,0,none,hinglish,indian_cyber_scam_10k,namaste sir cab 3 minute mein pahunch raha hai
"Sir ek minute suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian_cyber_scam_10k,sir ek minute suniye beta ghar aa gaya hoon darwaza khol do
Madam ek minute Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,madam ek minute cyber investigation team ko aapke number se suspicious activity mili hai
Law enforcement se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,law enforcement se bol raha hoon aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain ye cyber crime hai
"Namaste ma'am Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,hinglish,indian_cyber_scam_10k,namaste ma am mummy main office pahunch gaya aaj thoda late ho jaunga
"Hello ji Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,hinglish,indian_cyber_scam_10k,hello ji mummy main office pahunch gaya aaj thoda late ho jaunga
Delhi Police se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,delhi police se bol raha hoon aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
"Hello sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,hinglish,indian_cyber_scam_10k,hello sir amazon se bol raha hoon aapka parcel hold hai clearance charge <amount> dena hoga
"Ji namaskar School fees ki last date kal hai, payment kar dena.",0,none,hinglish,indian_cyber_scam_10k,ji namaskar school fees ki last date kal hai payment kar dena
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,hinglish,indian_cyber_scam_10k,hello ma am doctor appointment kal 9 baje hai fasting rehna
Namaste ma'am National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,namaste ma am national cyber cell se bol raha hoon verification ke liye cooperate kijiye
Madam ek minute Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,madam ek minute aapke aadhaar card ka istemal karke fake sim issue ki gayi hai
"Aap sun rahe hain na? Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,hinglish,indian_cyber_scam_10k,aap sun rahe hain na papa train mein baith gaya hoon safely pahunch jaunga
"Madam ek minute School fees ki last date kal hai, payment kar dena.",0,none,hinglish,indian_cyber_scam_10k,madam ek minute school fees ki last date kal hai payment kar dena
Namaste ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,hinglish,indian_cyber_scam_10k,namaste ma am aapka order deliver ho chuka hai feedback de dena
"Namaste ma'am School fees ki last date kal hai, payment kar dena.",0,none,hinglish,indian_cyber_scam_10k,namaste ma am school fees ki last date kal hai payment kar dena
"Hello sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,hinglish,indian_cyber_scam_10k,hello sir bhai aaj shaam ko milte hain coffee pe baat karte hain
"Ji haan suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,hinglish,indian_cyber_scam_10k,ji haan suniye papa train mein baith gaya hoon safely pahunch jaunga
"Hello sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian_cyber_scam_10k,hello sir beta ghar aa gaya hoon darwaza khol do
Dhyan se suniye Aapka order deliver ho chuka hai. Feedback de dena.,0,none,hinglish,indian_cyber_scam_10k,dhyan se suniye aapka order deliver ho chuka hai feedback de dena
Ji haan suniye Aapka order deliver ho chuka hai. Feedback de dena.,0,none,hinglish,indian_cyber_scam_10k,ji haan suniye aapka order deliver ho chuka hai feedback de dena
Hello ma'am Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,hello ma am aapke khilaaf legal action initiate kiya gaya hai
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,hinglish,indian_cyber_scam_10k,aap sun rahe hain na aapka order deliver ho chuka hai feedback de dena
"Namaste sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,hinglish,indian_cyber_scam_10k,namaste sir bhai aaj shaam ko milte hain coffee pe baat karte hain
Sir ek minute suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,hinglish,indian_cyber_scam_10k,sir ek minute suniye congratulations aapne <amount> lakh ka lottery jeeta hai processing fee dena hoga
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,hinglish,indian_cyber_scam_10k,sir ek minute suniye cab 3 minute mein pahunch raha hai
"Madam ek minute Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian_cyber_scam_10k,madam ek minute beta ghar aa gaya hoon darwaza khol do
Namaste sir Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,namaste sir aapka mobile number cyber fraud investigation mein aaya hai
"Hello sir School fees ki last date kal hai, payment kar dena.",0,none,hinglish,indian_cyber_scam_10k,hello sir school fees ki last date kal hai payment kar dena
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,hinglish,indian_cyber_scam_10k,namaste sir mummy main office pahunch gaya aaj thoda late ho jaunga
Aap sun rahe hain na? Project ka review meeting kal 4 baje hai kya?,0,none,hinglish,indian_cyber_scam_10k,aap sun rahe hain na project ka review meeting kal 4 baje hai kya
Hello sir Cab 3 minute mein pahunch raha hai.,0,none,hinglish,indian_cyber_scam_10k,hello sir cab 3 minute mein pahunch raha hai
"Hello ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,hinglish,indian_cyber_scam_10k,hello ma am bhai aaj shaam ko milte hain coffee pe baat karte hain
Ji haan suniye Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,ji haan suniye aapke whatsapp se ladies ko asleel messages bheje ja rahe hain aapko suspect maana ja raha hai
"Namaste ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian_cyber_scam_10k,namaste ma am beta ghar aa gaya hoon darwaza khol do
"Ji namaskar Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,hinglish,indian_cyber_scam_10k,ji namaskar sir kal subah 10 baje meeting hai agenda mail kar diya
Aap sun rahe hain na? Cab 3 minute mein pahunch raha hai.,0,none,hinglish,indian_cyber_scam_10k,aap sun rahe hain na cab 3 minute mein pahunch raha hai
Hello sir Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,hinglish,indian_cyber_scam_10k,hello sir aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Namaste sir Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,namaste sir aapki morphed photos viral ho rahi hain cyber cell ne case register kar liya hai
"Ji namaskar Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian_cyber_scam_10k,ji namaskar beta ghar aa gaya hoon darwaza khol do
Delhi Police se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,delhi police se bol raha hoon aapke aadhaar card ka istemal karke fake sim issue ki gayi hai
"Aap sun rahe hain na? Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,hinglish,indian_cyber_scam_10k,aap sun rahe hain na sir kal subah 10 baje meeting hai agenda mail kar diya
Hello ji Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,hinglish,indian_cyber_scam_10k,hello ji congratulations aapne <amount> lakh ka lottery jeeta hai processing fee dena hoga
Special Investigation Team se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,special investigation team se bol raha hoon aapka mobile number cyber fraud investigation mein aaya hai
Hello ji Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,hello ji aapke whatsapp se ladies ko asleel messages bheje ja rahe hain aapko suspect maana ja raha hai
Namaste ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,hinglish,indian_cyber_scam_10k,namaste ma am aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Law enforcement se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,law enforcement se bol raha hoon aapke whatsapp se ladies ko asleel messages bheje ja rahe hain aapko suspect maana ja raha hai
National Cyber Cell se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,national cyber cell se bol raha hoon aapke naam par registered account illegal activities mein use hua hai
"Ji haan suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian_cyber_scam_10k,ji haan suniye beta ghar aa gaya hoon darwaza khol do
"Ji namaskar Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,hinglish,indian_cyber_scam_10k,ji namaskar bhai aaj shaam ko milte hain coffee pe baat karte hain
"Special Investigation Team se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,hinglish,indian_cyber_scam_10k,special investigation team se bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
"Dhyan se suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,hinglish,indian_cyber_scam_10k,dhyan se suniye mummy main office pahunch gaya aaj thoda late ho jaunga
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,hinglish,indian_cyber_scam_10k,hello ji sir kal subah 10 baje meeting hai agenda mail kar diya
"Police headquarters se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,hinglish,indian_cyber_scam_10k,police headquarters se bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
"Aap sun rahe hain na? Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,hinglish,indian_cyber_scam_10k,aap sun rahe hain na bhai aaj shaam ko milte hain coffee pe baat karte hain
"Dhyan se suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,hinglish,indian_cyber_scam_10k,dhyan se suniye sir kal subah 10 baje meeting hai agenda mail kar diya
Ji haan suniye Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,ji haan suniye cyber crime department se bol raha hoon aapke number se objectionable content circulate hua hai
Ji namaskar Project ka review meeting kal 4 baje hai kya?,0,none,hinglish,indian_cyber_scam_10k,ji namaskar project ka review meeting kal 4 baje hai kya
National Cyber Cell se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,national cyber cell se bol raha hoon aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
Delhi Police se bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,delhi police se bol raha hoon aapke naam par money laundering case register hua hai
National Cyber Cell se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,national cyber cell se bol raha hoon aapke naam par ek criminal complaint register hui hai
Law enforcement se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian_cyber_scam_10k,law enforcement se bol raha hoon ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
Hello ma'am Project ka review meeting kal 4 baje hai kya?,0,none,hinglish,indian_cyber_scam_10k,hello ma am project ka review meeting kal 4 baje hai kya
Law enforcement se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,law enforcement se bol raha hoon aapka mobile number cyber fraud investigation mein aaya hai
"ACP Sharma bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,relative,hinglish,indian_cyber_scam_10k,acp sharma bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Special Investigation Team se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,special investigation team se bol raha hoon aapke whatsapp se ladies ko asleel messages bheje ja rahe hain aapko suspect maana ja raha hai
"Sir ek minute suniye School fees ki last date kal hai, payment kar dena.",0,none,hinglish,indian_cyber_scam_10k,sir ek minute suniye school fees ki last date kal hai payment kar dena
Madam ek minute Cab 3 minute mein pahunch raha hai.,0,none,hinglish,indian_cyber_scam_10k,madam ek minute cab 3 minute mein pahunch raha hai
"Namaste ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,hinglish,indian_cyber_scam_10k,namaste ma am papa train mein baith gaya hoon safely pahunch jaunga
Hello ji Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,hello ji aapke phone se illegal obscene content circulate ho raha hai digital arrest ho sakta hai
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,hinglish,indian_cyber_scam_10k,madam ek minute aapka aadhaar deactivate hone wala hai turant update kijiye
Hello ji Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,hello ji aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain ye cyber crime hai
Crime Branch se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,crime branch se bol raha hoon aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
Namaste sir Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,namaste sir cyber investigation team ko aapke number se suspicious activity mili hai
Sir ek minute suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,hinglish,indian_cyber_scam_10k,sir ek minute suniye aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Inspector Rajesh Kumar bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian_cyber_scam_10k,inspector rajesh kumar bol raha hoon ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
Crime Branch se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,crime branch se bol raha hoon aapka number telecom fraud case mein identify hua hai
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,hinglish,indian_cyber_scam_10k,dhyan se suniye amazon se bol raha hoon aapka parcel hold hai clearance charge <amount> dena hoga
Ji namaskar Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,ji namaskar aapka mobile number cyber fraud investigation mein aaya hai
Madam ek minute Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,hinglish,indian_cyber_scam_10k,madam ek minute congratulations aapne <amount> lakh ka lottery jeeta hai processing fee dena hoga
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,hinglish,indian_cyber_scam_10k,ji haan suniye doctor appointment kal 9 baje hai fasting rehna
Madam ek minute Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian_cyber_scam_10k,madam ek minute ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian_cyber_scam_10k,namaste sir beta ghar aa gaya hoon darwaza khol do
CBI se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,cbi se bol raha hoon aapke aadhaar se linked account par complaint mili hai
Madam ek minute Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,madam ek minute aapke documents ka misuse karke financial fraud kiya gaya hai
"Hello ji Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,hinglish,indian_cyber_scam_10k,hello ji papa train mein baith gaya hoon safely pahunch jaunga
"Madam ek minute Doctor appointment kal 9 baje hai, fasting rehna.",0,none,hinglish,indian_cyber_scam_10k,madam ek minute doctor appointment kal 9 baje hai fasting rehna
Hello ma'am Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,hello ma am aapke aadhaar se linked account par complaint mili hai
Namaste ma'am Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian_cyber_scam_10k,namaste ma am aapka aadhaar deactivate hone wala hai turant update kijiye
Hello ji Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian_cyber_scam_10k,hello ji aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
Hello ji Project ka review meeting kal 4 baje hai kya?,0,none,hinglish,indian_cyber_scam_10k,hello ji project ka review meeting kal 4 baje hai kya
Special Investigation Team se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,special investigation team se bol raha hoon aapka bank account investigation ke dauran freeze kiya ja sakta hai
Ji namaskar Cab 3 minute mein pahunch raha hai.,0,none,hinglish,indian_cyber_scam_10k,ji namaskar cab 3 minute mein pahunch raha hai
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,hinglish,indian_cyber_scam_10k,ji haan suniye mummy main office pahunch gaya aaj thoda late ho jaunga
Ji haan suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian_cyber_scam_10k,ji haan suniye ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
Hello ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,hinglish,indian_cyber_scam_10k,hello ma am aapka order deliver ho chuka hai feedback de dena
Sir ek minute suniye Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,hinglish,indian_cyber_scam_10k,sir ek minute suniye aapke naam par money laundering case register hua hai
